"field_id","id","lat","lon","site.pft","name"
"5420540","d69343ed38ea49c7",35.93301,-119.01888,"temperate.deciduous","d69343ed38ea49c7"
"5406185","729a6ef989c5a277",35.96904,-118.98552,"temperate.deciduous","729a6ef989c5a277"
"5424759","a860cdc63cfc7cd1",35.98506,-119.01459,"temperate.deciduous","a860cdc63cfc7cd1"
"5426684","25d92d00fe5f31ea",35.99613,-119.13104,"temperate.deciduous","25d92d00fe5f31ea"
"5424088","69151056c07813d8",36.0165,-119.12213,"temperate.deciduous","69151056c07813d8"
"5420816","7b2e85c30ecfcbe8",36.03695,-118.96562,"temperate.deciduous","7b2e85c30ecfcbe8"
"5429747","04268ba7e72d7bfb",36.04216,-119.36168,"temperate.deciduous","04268ba7e72d7bfb"
"5435846","2c9f5faf24bff9fd",36.13925,-119.10525,"temperate.deciduous","2c9f5faf24bff9fd"
"1011248","2e11530b93cd492f",36.1778,-120.20411,"temperate.deciduous","2e11530b93cd492f"
"5427391","f0c5457e0db29788",36.18711,-118.99795,"temperate.deciduous","f0c5457e0db29788"
"1020088","d6ce58a349148d32",36.20587,-120.25336,"temperate.deciduous","d6ce58a349148d32"
"5424360","8b27eb5fc60d506c",36.25395,-119.26319,"temperate.deciduous","8b27eb5fc60d506c"
"5428155","64cf20b7075f16bd",36.28705,-119.12755,"temperate.deciduous","64cf20b7075f16bd"
"5429900","bfee4301f7c99060",36.35733,-119.09283,"temperate.deciduous","bfee4301f7c99060"
"5418978","7afa2a6c097c1f5b",36.3626,-119.10984,"temperate.deciduous","7afa2a6c097c1f5b"
"5420876","6c1e7a1eb4c36ea5",36.37693,-119.45051,"temperate.deciduous","6c1e7a1eb4c36ea5"
"1601598","e968e9c8f8574cb2",36.38383,-119.65554,"temperate.deciduous","e968e9c8f8574cb2"
"1603759","4c3498f22c47aa3f",36.47325,-119.58999,"temperate.deciduous","4c3498f22c47aa3f"
"5432363","ce81d5b03685a33e",36.48936,-119.44393,"temperate.deciduous","ce81d5b03685a33e"
"1015089","05ce4008f973ff67",36.49535,-119.5918,"temperate.deciduous","05ce4008f973ff67"
"5413858","1114b0b499d4854c",36.51519,-119.42062,"temperate.deciduous","1114b0b499d4854c"
"5408292","6def26440f10476c",36.5524,-119.45881,"temperate.deciduous","6def26440f10476c"
"5410669","60f846ca525da31e",36.55727,-119.22236,"temperate.deciduous","60f846ca525da31e"
"5421095","427606829eff9a98",36.6005,-119.25964,"temperate.deciduous","427606829eff9a98"
"1012828","32b66a2605ee700d",36.62789,-119.5511,"temperate.deciduous","32b66a2605ee700d"
"1004605","29baab2f12e2fd80",36.62869,-119.55927,"temperate.deciduous","29baab2f12e2fd80"
"1014765","b68880e61d448b93",36.62893,-119.6305,"temperate.deciduous","b68880e61d448b93"
"1033716","ecc585936d3203a5",36.63048,-119.58156,"temperate.deciduous","ecc585936d3203a5"
"1024981","24766015396f3dde",36.63384,-119.49152,"temperate.deciduous","24766015396f3dde"
"1033342","cf0be21778f4dfa5",36.64072,-119.42862,"temperate.deciduous","cf0be21778f4dfa5"
"5416064","39b7dba5debef188",36.6438,-119.28748,"temperate.deciduous","39b7dba5debef188"
"1008233","9c19b1bcbd391e00",36.6657,-120.07238,"temperate.deciduous","9c19b1bcbd391e00"
"1024636","268a52869b01fe54",36.703,-120.23483,"temperate.deciduous","268a52869b01fe54"
"1009725","17b056351d1484f8",36.73876,-120.03574,"temperate.deciduous","17b056351d1484f8"
"6000264","a05ea26a797f4bad",36.74201,-119.66029,"temperate.deciduous","a05ea26a797f4bad"
"1022803","4032fbd64a0b5147",36.76356,-119.50957,"temperate.deciduous","4032fbd64a0b5147"
"1027402","bd841534f8883a00",36.79087,-120.42722,"temperate.deciduous","bd841534f8883a00"
"1001260","7a8855e8f27579dd",36.822,-120.01067,"temperate.deciduous","7a8855e8f27579dd"
"2007540","e07417e56c78efbc",36.82779,-120.13964,"temperate.deciduous","e07417e56c78efbc"
"2003975","462a123c3840df4e",36.88373,-119.96643,"temperate.deciduous","462a123c3840df4e"
"1027797","3bde8bc179b8fcae",36.90691,-119.67872,"temperate.deciduous","3bde8bc179b8fcae"
"4401700","57ea98e608333b76",36.90697,-121.68079,"temperate.deciduous","57ea98e608333b76"
"2005008","3747151a269036b7",36.94728,-120.10533,"temperate.deciduous","3747151a269036b7"
"4401091","8c37c59148a2b480",36.95087,-121.79638,"temperate.deciduous","8c37c59148a2b480"
"4302696","132df615713a9102",36.96033,-121.37833,"temperate.deciduous","132df615713a9102"
"2004376","cf1c223d4e408116",37.07745,-120.44392,"temperate.deciduous","cf1c223d4e408116"
"2407743","8c23aa17d5b211ed",37.23624,-120.32542,"temperate.deciduous","8c23aa17d5b211ed"
"5018890","000f186bcf4b2be5",37.29108,-121.04882,"temperate.deciduous","000f186bcf4b2be5"
"2402405","984a04e7d14a80a3",37.37849,-120.70412,"temperate.deciduous","984a04e7d14a80a3"
"2404916","c8ca707e38904560",37.4307,-120.82563,"temperate.deciduous","c8ca707e38904560"
"5010990","54d2ebadd8e4e8e2",37.4912,-121.00855,"temperate.deciduous","54d2ebadd8e4e8e2"
"5000084","2bd084fb5a916420",37.52908,-121.13639,"temperate.deciduous","2bd084fb5a916420"
"5003882","ae81f35c7ed7c3f1",37.5845,-121.28798,"temperate.deciduous","ae81f35c7ed7c3f1"
"5003737","765ad4a2cb597b04",37.61728,-120.85985,"temperate.deciduous","765ad4a2cb597b04"
"5004110","1cb62b1edd188368",37.62449,-120.5485,"temperate.deciduous","1cb62b1edd188368"
"0100516","02ed5f046523985e",37.66868,-121.71246,"temperate.deciduous","02ed5f046523985e"
"5013043","5aabe8a4b61ac4b1",37.7022,-120.98628,"temperate.deciduous","5aabe8a4b61ac4b1"
"3902833","b609ae97085420fb",37.87292,-121.30337,"temperate.deciduous","b609ae97085420fb"
"3905745","b33f7db23b64a377",37.95409,-121.21348,"temperate.deciduous","b33f7db23b64a377"
"3914976","9e3b1749179a4a68",37.99925,-121.20417,"temperate.deciduous","9e3b1749179a4a68"
"3906534","1e113c95a1054df5",38.0175,-121.19637,"temperate.deciduous","1e113c95a1054df5"
"3909214","08da82da7c956979",38.10502,-121.21071,"temperate.deciduous","08da82da7c956979"
"4805224","01609970faa3c5b9",38.24749,-122.11328,"temperate.deciduous","01609970faa3c5b9"
"3402961","7f1efab0660af0a9",38.29195,-121.54985,"temperate.deciduous","7f1efab0660af0a9"
"4801570","4c49ef413147e623",38.50693,-121.9747,"temperate.deciduous","4c49ef413147e623"
"5706106","30d7e9a739591579",38.69489,-122.04115,"temperate.deciduous","30d7e9a739591579"
"4900643","e5d633da3758c491",38.69824,-122.82084,"temperate.deciduous","e5d633da3758c491"
"1701490","6fe9d9756f962d11",38.99993,-122.85197,"temperate.deciduous","6fe9d9756f962d11"
"5802741","bf27f77fb0ee40e0",39.14373,-121.57068,"temperate.deciduous","bf27f77fb0ee40e0"
"5101572","889d6cb7440babd8",39.14836,-121.78505,"temperate.deciduous","889d6cb7440babd8"
"2900379","84389254458b3a58",39.15317,-120.95863,"temperate.deciduous","84389254458b3a58"
"5106273","e3daa31507eccfd0",39.16473,-121.76551,"temperate.deciduous","e3daa31507eccfd0"
"1105518","ba5921d796f688e5",39.54047,-122.22839,"temperate.deciduous","ba5921d796f688e5"
"0401407","f5cde95be18bb83d",39.61337,-121.84505,"temperate.deciduous","f5cde95be18bb83d"
"1104914","95af7876982dad47",39.66783,-122.25811,"temperate.deciduous","95af7876982dad47"
"1107030","92e5e100e1a3a472",39.68505,-122.3378,"temperate.deciduous","92e5e100e1a3a472"
"0404422","f87888e9df3fab14",39.7019,-121.79205,"temperate.deciduous","f87888e9df3fab14"
"1100552","8c469dfef3eac688",39.73426,-122.139,"temperate.deciduous","8c469dfef3eac688"
"0404306","058d96dea56318e8",39.84545,-121.99766,"temperate.deciduous","058d96dea56318e8"
"5201739","254f091dee798a22",39.86793,-122.16831,"temperate.deciduous","254f091dee798a22"
"5203095","148e91e1a4352adb",39.88393,-122.1723,"temperate.deciduous","148e91e1a4352adb"
"5203110","d4aa2f4b173e52d9",39.89466,-122.21828,"temperate.deciduous","d4aa2f4b173e52d9"
"5200592","e664ce5ac2fb2b6f",39.91337,-122.11623,"temperate.deciduous","e664ce5ac2fb2b6f"
"5201262","59d94ec22335aba5",40.11295,-122.12625,"temperate.deciduous","59d94ec22335aba5"
